,odc_locations,fiberlength
0,"(-3.102186, -60.050536)",8.888680356130997
1,"(-3.04124, -59.930695)",3.870141738441811
2,"(-3.1135985, -60.012653)",4.5789103312087915
3,"(-3.052775, -59.988335)",3.3381507789551126
4,"(-3.00917, -59.99083)",0.0
5,"(-3.08185, -60.02713)",5.04825713770647
6,"(-3.103565, -59.996296666666666)",12.497221358540132
7,"(-3.079763333333333, -60.07498666666667)",4.910268394383088
8,"(-3.0201866666666666, -59.94629333333334)",1.7202591912245515
9,"(-3.133951111111111, -60.022777777777776)",12.450059967761904
10,"(-3.07778, -60.003609999999995)",2.778084077860192
11,"(-3.08949, -60.039030000000004)",9.165263761130685
12,"(-3.1025560000000003, -60.021778)",8.655623759305115
13,"(-3.10361, -59.95667)",0.0
14,"(-3.07222, -59.94861)",0.0
15,"(-2.97417, -59.99028)",0.0
16,"(-3.06472, -60.04361)",0.0
17,"(-3.1236775, -59.998960000000004)",8.528808098066325
18,"(-3.116573333333333, -60.04417)",6.276126996008527
19,"(-3.03916, -59.91035)",0.0
20,"(-3.02917, -59.97694)",0.0
21,"(-3.07056, -60.0175)",3.649012471845707
22,"(-3.098583, -60.065469666666665)",5.231130190400577
23,"(-3.086175, -60.011422499999995)",6.428122124072319
24,"(-3.0313749999999997, -59.991205)",2.8072238602619186
25,"(-3.0840300000000003, -60.05722)",2.5088301712266863
26,"(-3.123346, -60.01817425)",13.486638423564802
27,"(-3.1, -60.0104175)",6.640273572942475
28,"(-3.143782, -60.009315)",0.0
29,"(-3.0890766666666667, -59.99101666666667)",5.2760825426655025
