generations,avg_obj
0,0.17979053923911628
1,0.14074147704633846
2,0.12063686537873201
3,0.1068439196753832
4,0.09518639447350494
5,0.08387099299043196
6,0.07483057580211708
7,0.06632141012460986
8,0.05759577599428981
9,0.050733930571863636
10,0.045087616955326044
11,0.03949860587126972
12,0.03454548425795343
13,0.029917508854245906
14,0.02569217603854999
15,0.021704722741868347
16,0.018217193196283267
17,0.015173256257745196
18,0.012578659747529357
19,0.010032531648043116
20,0.00774934273931855
21,0.005906425850786352
22,0.004345934347214387
23,0.003032565499545757
24,0.0019109350557180414
25,0.0010049866876181643
26,0.00035333095872441546
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
