generations,avg_obj
0,-659.8386197618775
1,-659.8692923154316
2,-659.8849952000013
3,-659.8970578478222
4,-659.9062847605626
5,-659.9135240021451
6,-659.9193228201345
7,-659.9248652670703
8,-659.9297419316213
9,-659.9341558951962
10,-659.9380013384933
11,-659.9415323332288
12,-659.9444565809547
13,-659.9469726473445
14,-659.9487829132632
15,-659.9502210872905
16,-659.9512777231315
17,-659.9513466537155
18,-659.9513466537155
19,-659.9513466537155
20,-659.9513466537155
21,-659.9513466537155
22,-659.9513466537155
23,-659.9513466537155
24,-659.9513466537155
25,-659.9513466537155
26,-659.9513466537155
27,-659.9513466537155
28,-659.9513466537155
29,-659.9513466537155
30,-659.9513466537155
31,-659.9513466537155
32,-659.9513466537155
33,-659.9513466537155
34,-659.9513466537155
35,-659.9513466537155
36,-659.9513466537155
37,-659.9513466537155
38,-659.9513466537155
39,-659.9513466537155
40,-659.9513466537155
41,-659.9513466537155
42,-659.9513466537155
43,-659.9513466537155
44,-659.9513466537155
45,-659.9513466537155
46,-659.9513466537155
47,-659.9513466537155
48,-659.9513466537155
49,-659.9513466537155
50,-659.9513466537155
51,-659.9513466537155
52,-659.9513466537155
53,-659.9513466537155
54,-659.9513466537155
55,-659.9513466537155
56,-659.9513466537155
57,-659.9513466537155
58,-659.9513466537155
59,-659.9513466537155
