generations,avg_obj
0,0.20022262930457033
1,0.14714605116319243
2,0.12136588255201651
3,0.10424589569161542
4,0.08932431037956769
5,0.07614599652384815
6,0.06468287520693179
7,0.05441998375535027
8,0.045120875210896375
9,0.036758644706119815
10,0.029299800536913848
11,0.022816668280118222
12,0.017229105047414126
13,0.012798339975336793
14,0.008819593840422324
15,0.005577839227240539
16,0.002931010861936058
17,0.0009884353623297087
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
