cell_site_id,emission_designation,technology,tx_frequency,rx_frequency,azimuth,antenna_gain,back_front_relation,hpa,mechanical_elevation,polarization,antenna_height,tx_power,latitude,longitude,cell_carrier_id
1002858094,100MG7W,NR,3450,3450,320,25,25,65,-5,X,40,200,-3.02806,-59.98861,1a6cd5f802667055
1012304806,100MG7W,NR,3450,3450,360,25,25,65,-5,X,17,200,-3.03914,-59.93611,1a6cd5f802667094
1012304806,100MG7W,NR,3450,3450,120,25,25,65,-5,X,17,200,-3.03914,-59.93611,1a6cd5f802667095
1012304806,100MG7W,NR,3450,3450,240,25,25,65,-5,X,17,200,-3.03914,-59.93611,1a6cd5f802667096
1014943954,100MG7W,NR,3450,3450,140,25,25,65,-5,X,17,200,-3.117444,-60.011722,1a6cd5f802667118
1014943954,100MG7W,NR,3450,3450,20,25,25,65,-5,X,17,200,-3.117444,-60.011722,1a6cd5f802667119
1014943954,100MG7W,NR,3450,3450,260,25,25,65,-5,X,17,200,-3.117444,-60.011722,1a6cd5f80266711a
442035373,100MG7W,NR,3450,3450,360,23.5,25,65,10,X,45,200,-3.06472,-60.04361,292ce5f80291e6b1
442035373,100MG7W,NR,3450,3450,120,23.5,25,65,10,X,45,200,-3.06472,-60.04361,292ce5f80291e6b2
442035373,100MG7W,NR,3450,3450,240,23.5,25,65,8,X,45,200,-3.06472,-60.04361,292ce5f80291e6b3
442954123,100MG7W,NR,3450,3450,160,23.5,25,65,10,X,60,200,-3.04194,-59.92889,292ce5f80291e750
442954123,100MG7W,NR,3450,3450,290,23.5,25,65,10,X,60,200,-3.04194,-59.92889,292ce5f80291e751
442954123,100MG7W,NR,3450,3450,40,23.5,25,65,8,X,60,200,-3.04194,-59.92889,292ce5f80291e752
1000027560,100MG7W,NR,3450,3450,190,23.5,25,65,10,X,40,200,-3.02139,-59.94583,292ce5f80291e7dd
1000027560,100MG7W,NR,3450,3450,290,23.5,25,65,10,X,40,200,-3.02139,-59.94583,292ce5f80291e7de
1000027560,100MG7W,NR,3450,3450,60,23.5,25,65,8,X,40,200,-3.02139,-59.94583,292ce5f80291e7df
