cell_site_id,emission_designation,technology,tx_frequency,rx_frequency,azimuth,antenna_gain,back_front_relation,hpa,mechanical_elevation,polarization,antenna_height,tx_power,latitude,longitude,cell_carrier_id,operator
690906102,100MG7W,NR,3450.0,3450.0,360,25.0,25,65.0,-2.0,X,38.0,200.0,-5.755528,-35.245867,4d5c01a0e2d74,TELEFONICA BRASIL S.A.
690906102,100MG7W,NR,3450.0,3450.0,120,25.0,25,65.0,-6.0,X,38.0,200.0,-5.755528,-35.245867,4d5c01a0e2d75,TELEFONICA BRASIL S.A.
690906102,100MG7W,NR,3450.0,3450.0,240,25.0,25,65.0,-6.0,X,38.0,200.0,-5.755528,-35.245867,4d5c01a0e2d78,TELEFONICA BRASIL S.A.
691347646,5M00G7W,NR,788.0,733.0,270,14.5,24,65.0,15.6,X,65.0,40.0,-5.80944,-35.20083,5960286936265,TELEFONICA BRASIL S.A.
691347646,5M00G7W,NR,788.0,733.0,190,14.5,24,65.0,15.6,X,65.0,40.0,-5.80944,-35.20083,5960288349ca5,TELEFONICA BRASIL S.A.
691347646,5M00G7W,NR,788.0,733.0,360,14.5,24,65.0,15.6,X,65.0,40.0,-5.80944,-35.20083,5960288352551,TELEFONICA BRASIL S.A.
691347646,5M00G7W,NR,788.0,733.0,270,14.5,24,65.0,15.6,X,65.0,40.0,-5.80944,-35.20083,623f62a8154422ca,TELEFONICA BRASIL S.A.
691347646,5M00G7W,NR,788.0,733.0,270,14.5,24,65.0,15.6,X,65.0,40.0,-5.80944,-35.20083,623f62a815633ca5,TELEFONICA BRASIL S.A.
691347646,100MG7W,NR,3450.0,3450.0,360,25.0,25,105.0,0.0,X,65.0,200.0,-5.80944,-35.20083,4872c5f8137eeee4,TELEFONICA BRASIL S.A.
691347646,100MG7W,NR,3450.0,3450.0,190,25.0,25,105.0,0.0,X,65.0,200.0,-5.80944,-35.20083,4872c5f8137eeee5,TELEFONICA BRASIL S.A.
691347646,100MG7W,NR,3450.0,3450.0,270,25.0,25,105.0,0.0,X,65.0,200.0,-5.80944,-35.20083,4872c5f8137eeee6,TELEFONICA BRASIL S.A.
