Status.state,NomeEntidade,NumFistel,NumServico,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,tipoTecnologia,meioAcesso,FreqTxMHz,FreqRxMHz,Azimute,CodTipoClasseEstacao,ClassInfraFisica,CompartilhamentoInfraFisica,CodTipoAntena,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,Polarizacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,CodDebitoTFI,DataLicenciamento,DataPrimeiroLicenciamento,NumRede,_id,DataValidade,NumFistelAssociado,NomeEntidadeAssociado
LIC-LIC-01,TIM S A,50409428698,010,105812021,683014196,RUA BRANCO E SILVA,,AM,1302603,100MG7W,NR,SA-NSA,,3550,3550,180,FB,Greenfield,sim,760,100462102519,25,25,65,-4,X,52,100462102519,200,-3.102389,-59.997944,G,2023-08-04,2002-12-17,Template 2,4d5c019ffeeb4,2031-03-28,,
LIC-LIC-01,TIM S A,50409428698,010,105812021,683014196,RUA BRANCO E SILVA,,AM,1302603,100MG7W,NR,SA-NSA,,3550,3550,310,FB,Greenfield,sim,760,100462102519,25,25,65,-4,X,52,100462102519,200,-3.102389,-59.997944,G,2023-08-04,2002-12-17,Template 2,4d5c019ffeeb5,2031-03-28,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,684124572,Rua Sao Judas Tadeu Cj Beija Flor Ii,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,60,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,40.5,057731705894,40,-3.048139,-60.007556,G,2023-11-06,2003-12-18,,4d5c01a020402,2023-12-15,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,684124572,Rua Sao Judas Tadeu Cj Beija Flor Ii,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,180,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,40.5,057731705894,40,-3.048139,-60.007556,G,2023-11-06,2003-12-18,,4d5c01a020403,2023-12-15,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,684124572,Rua Sao Judas Tadeu Cj Beija Flor Ii,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,280,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,40.5,057731705894,40,-3.048139,-60.007556,G,2023-11-06,2003-12-18,,4d5c01a020404,2023-12-15,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,686880765,AVENIDA PEDRO TEIXEIRA,,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,140,FB,Greenfield,não,760,056001603518,11.96,25,74,-3,X,24,057731705894,40,-3.09225,-60.045056,G,2023-08-04,2005-06-02,Template 2,4d5c01a0747c8,2031-03-28,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,686880765,AVENIDA PEDRO TEIXEIRA,,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,240,FB,Greenfield,não,760,056001603518,11.96,25,74,-3,X,21,057731705894,40,-3.09225,-60.045056,G,2023-08-04,2005-06-02,Template 2,4d5c01a0747cb,2031-03-28,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,688590683,Rua Dom Joao Vi,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,60,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,40,057731705894,40,-3.077833,-60.007944,G,2023-10-26,2006-08-01,,4d5c01a09ea48,2038-04-30,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,688590683,Rua Dom Joao Vi,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,160,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,40,057731705894,40,-3.077833,-60.007944,G,2023-10-26,2006-08-01,,4d5c01a09ea49,2038-04-30,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,688590683,Rua Dom Joao Vi,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,320,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,40,057731705894,40,-3.077833,-60.007944,G,2023-10-26,2006-08-01,,4d5c01a09ea4a,2038-04-30,,
